26Missouri               0534             18.9086640 634610  1Web                         Health Services Director                                                 1221111111222121111C1111212222112121221111343AA11222112222111112122222221111211111112111211111111111112121A1121222111111112AAA2AA2AAA1112211111222222222222222222222212122222111121111111124 Licensed Prcticle Nurse                                                                             C122222221222221122212222222222212222122221122222222222212211221222311111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2AAA                                                                                                     AAAAAAA                                                                                                     C1C2221                                                                                                     BSN                                                                                                 
26Missouri               0535             18.9086640 631220  1Web                         Executive Director Student Services                                      1211111111111121111111222212222222C1222112343AA11122112122111122112222212221111112211111111111111111111121A2121111111111112AAA2AA111C1112211111222211222222211111111111112212111122111111111                                                                                                     2122222111112111112222222122222221121121121112212112222112211121221212111    9    9  1122222121111122122222111222222222222111111111122                                                                                                     5212                                                                                                      2CCC                                                                                                     2222212                                                                                                     2222221                                                                                                     Techer, Princil  Suerintendent                                                                      
26Missouri               1114             15.3644956 636010  2Paper (CMS UserID: 17)      SHPPS                                                                    11CCCCCCCCCCCC21111211C121112211211122C112343AA11222112121111111122222221111121111212221112111111111111111A2122222112211222AAA1122AAA1112211111122222222222222122112122222222222222222222211                                                                                                     1121222211111111111111111111111111111111111111112112222212211111122312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     CCCCCCC                                                                                                                                                                                                         
26Missouri               0571             18.9086640 644290  1Web                         Director of Health Services                                              122111111111222111121111211122112122221112343AA11112112121221122122222221112111121111111111111111111111121A21222221122112111222AA2AAA1112211111212222222222221111122211222222222222221221211                                                                                                     2122222211111111112122222122221111111122211122122122222222211221222112111   17   17  12222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4122                                                                                                      2CCC                                                                                                     1222212                                                                                                     2122221                                                                                                     CPR/AED                                                                                             
26Missouri               0583             20.2191781 656100  3Web                         Director of Health Services                                              22211111111121211112111121112211C121221112343AA12222112121121122211122221211221111112112122111111111111121AC1211111111111111112AA2AAA1111211111111222222122211111222222212222211122222221124 Licensed Prcticl Nurse                                                                              11222221111121111222222222222222222211212222221222222222222212212223C2222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122221                                                                                                     CPR Instructor                                                                                      
26Missouri               0593             18.9086640 634610  1Web                         School Nurse                                                             1CC11111111CC1211112111121C122212111222111343AA12222111111111111122222211111121111221121111121111111112121A11111112AAA111211122AA2AAA1112211111211211221111111111111111111211111222222111121                                                                                                     C12322211111111111211211211111111111111111111111111122222221111122C112111    0    0  AAAAAAA121121222222222222222222211221111111112AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               0614             26.2937063 656290  4Web                         School Nurse                                                             111111122122222111121111211122112111221112343AA11122112121111122CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC    C    C  CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCC                                                                                                      CCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                                                                                                                         
26Missouri               0692             20.2191781 650100  3Web                         Nurse                                                                    222111111121112111121122222122222121222112343AA111221121212111221222222211111112212211211111111111111111228A1111111112111211121122AAA1112211111211222221121111111111111111112112222222211114                                                                                                     C123222111222222222222222222222222222222222221122222222222222221122112111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122122                                                                                                                                                                                                         
26Missouri               0694             18.9086640 650810  1Web                         SHPPS                                                                    222111111111112111122121211122222111222111343AA111221111111111222121222221122112112122C21111111111111221228A112112111111122AAA2AA2AAA2222211111211221122212222211112222112222222222221222214 LPN                                                                                                 1222222111122111112122222222222222222222222222222222222211111111C22311121    1    C  12222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     C122                                                                                                      2CCC                                                                                                     1222222                                                                                                     122CCCC                                                                                                                                                                                                         
26Missouri               0706             26.2937063 656320  4Paper (CMS UserID: 11)      Nurse                                                                    111111111111112111121121212122212121222112343AA1222211212112C122122222211111111222222221111121111111111121A21111111111111111112AA2AAA1111111111111111221111111111111111111111111111111111114                                                                                                     1221222111211222222111111222222222222222221222222222222222222221222311111    1    1  21221212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     1AAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               0763             18.9086640 634610  1Web                         Nurse                                                                    12211111C112112111121121211222222111222111343AA1111211212112111112222222111111C122111C11112121111111111121A11211111111111111211222AAA11122111112221222222222121111C221C112212111221222111124 RN                                                                                                  C122222221221222222222222222222112112222222222222222222222222221222312122    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               0778             15.3644956 638300  2Web                         School Nurse                                                             1111111111111111111111211111112AAAAAAAA111343AA22222112222111111CCCCCCC2313332222222222222222111111111112211121111111111112AAA2AA2AAA1C122C1C111CC12222122222111211C1C1C1CCCC1CCCCCCCCC11124                                                                                                     1C112222CCCCCCCCCC11C1CCC1222222222222222222222222222222222222212222CCCC1    C    C  CCCCCCC11C1CCCCCCC2211CCCC11C1CCCC11CCCCCCC111122                                                                                                     1AAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               0885             15.3644956 631370  2Web                         Lead Nurse                                                               122111122112212111121111211122112121221112343AA11222112121111122212122221211311122212211211121111111212121A1122222112211222AAA2AA2AAA1112211222122222122222222222222222222222222222222211114                                                                                                     2222222211111111111122222122222222121122221122222122222212212221222222111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               0894             18.9086640 630250  1Web                         Supervisor of Health and Wellness                                        122111112222222111121111211122112121221112343AA11111112121111112122222221111321221121111111111CCCCCCCC2121AC122222112111212AAA2AA2AAA1112211111222222222222211112112222222222122222222221224                                                                                                     212322221111211222222222C1222221222221222221122222222C2222222221222312122    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2121322                                                                                                                                                                                                         
26Missouri               0953             20.2191781 640620  3Paper (CMS UserID: 13)      shpps                                                                    222111111C12112111121111211122112121221111343AA11122111111121122122222222222211222222121112221111111111121A11C11111111111111111212AAA1112222222222222222121111112CC2211222222112221111111114                                                                                                     C1C1222121211222222122222222222222122222221222222212122222222221222312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122122                                                                                                                                                                                                         
26Missouri               0972             20.2191781 650100  3Web                         School Nurse                                                             112111111111112111121111211112112111121112343AA11121112121111122212122221111321222121111111221111111112111A2121111111111112AAA1222AAA111221111121222222222222222211222211222212222221111C114 LPN                                                                                                 1121222111112112112212222221222121121121222221122122222212222111222112111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     2122122                                                                                                                                                                                                         
26Missouri               0979             26.2937063 656290  4Web                         Nurse                                                                    111111111112112AAAAAAAAAAAAAAAAAAAAAAAA112AA3AA12222112222221122122222222222221221212222222221111111111122322122121111111111212AA2AAA11122111112112AAAA2222212212112211111222112222222211114 Licensed Prcticl Nurse                                                                              1122222221222212122212222222222222221122222222222222222222211221122312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               0982             26.2937063 656290  4Paper (CMS UserID: 17)      SHPPS                                                                    122111111112212111111121111122211111222111343AA11122112121121111122221221111111122211211111111111111111122C1111111111111112AAA2AA2AAA11122111112112112211111111111111111111121112222222111C4                                                                                                     211322221111111111221222211111111111C111111111112111222222211111222112111    3    3  1222112121122212222211112221112222112222122211122                                                                                                     2122                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     C1C1CCC                                                                                                                                                                                                         
26Missouri               0990             20.2191781 630840  3Web                         Head Nurse                                                               112111111111112111121121211122212111222112343AA11122111111111122122222222221211122222122111112AAAAAAAA2121A2222222111111112AAA1222AAA1112211122222222222222222212212212111212112222221111111                                                                                                     1122212111111111112122212121111111111111121111121122222222211221222112122    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     2122                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     2122222                                                                                                                                                                                                         
26Missouri               0169             15.3644956 636010  2Web                         School Nurse                                                             1221C11111121121111C1121211122212111222112343AA111221111CC121122122222211121111222222211112221111111111121A1112221111211122AAA2AA2AAA1112211211122222222222222111222211122222121C22222211124 LPN                                                                                                 112221C111122112222222222222122222122222222222C222222C2212221221122312222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               1036             18.9086640 650810  1Web                         School Nurse                                                             112111111111112111122131221122222221222111343AA11122111111111122122222223333311111112121111111111111111121A1111111111211122AAA2AA2AAA1111111121222222222222222111222211222222122222211211124 LPN                                                                                                 1222222222222112112222222211222121122222211222222222222212221211111311111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
26Missouri               1059             20.2191781 630840  3Web                         Nurse Supervisor                                                         11111111111121211112112121C122212111222112343AA11111111111121111122221222211312111211211212221111111111121A1112221111211122AAA2AA2AAA1112211111212222222222211111112212222222112221111221213                                                                                                     1123222111121111112122222122211111111111111222212112221211211121222112111    0    0  AAAAAAA122211212122222222222222C22222222222211122                                                                                                     3122                                                                                                      2AAA                                                                                                     AAAAAAA                                                                                                     2122322                                                                                                                                                                                                         
27Montana                0029             20.2191781 597580  3Web                         School Nurse                                                             2221111C11112C21111222C1222122CAAAAAAAA112343AA112221121211111111222222C11111111C11CCCC123222111111112CC21AC1C1CCC1111111111112AAC11111122212112122222222222221112222C11C222211122222221C124                                                                                                     21221221112222222C2C222222222222222211222222222222CCCCCCC2222221C22212111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     4122                                                                                                      2AAA                                                                                                     1222222                                                                                                     212221C                                                                                                                                                                                                         
27Montana                0124             15.3644956 594170  2Web                         School Nurse                                                             112111111112112111121221212112212121122112343AA1122111212111111112222222111131111111111111112111111121111211121111111111112AAA12211111112211111212111211111111111111111111112111121211111121                                                                                                     2123122111222222222222222222222121122221221222222112222222221221222312111    0    1  1111121111111212111111111111211111111111111212AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0222             15.3644956 594170  2Web                         Superintendent                                                           1211111111122121111112111121221111C1221111121151111111222211111121112222311331111211121111122111111111212231122211111111112AAA2AA2AAA1122222C111222222222C22212122112221222221222222C1122224 We do not hve  school nurse                                                                         222322222222222C22222222222222C222222222222222222222222222222C222223C1111    0    1  21112222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0234             15.3644956 594170  2Paper (CMS UserID: 10)      Principal                                                                CCCCCCCCCCCCCCCCCCCCCC111122221CCCCCCC1222CC3AC112221122221111222121221211313122111111212222211111212222228A122221111211122AAA2AA11121122222211122211221122221111212211111222222221211122224                                                                                                     CCC32222112222211122222222CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1222312222    1    1  11222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0248             26.2937063 599200  4Web                         Superintendent                                                           222111111112121111111121111111222222222111343AA122222222223333332222221233333222222222222332211111111122224212111211112AAA2AAA2AA2AAA1122222222222221222222222222222222222222222222222222224                                                                                                     2223222222222222222222222222222222222222222222222222222222222222222322222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0745             26.2937063 599200  4Web                         School Nurse                                                             222111112122112111111111111122322222223111343AA22222222222121112122222223313311122212212111121111111122111A2211111111211122AAA1222AAA1112222121122222222222221111222221112222112222221222221                                                                                                     2122222222222222222222222222222222122222222222222222222222222221122322222    1    1  12222222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0393             20.2191781 597580  3Web                         School Medical Office                                                    2221111111112121111222112221221CCCCCCCC112343AA1222211212211111112221222CCCCCCCCCCCCCCC1122221111111122221A2122222111111112AAA2AA2AAA2212221121222222222222222212222212122222222222222222224                                                                                                     22CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC11312222    C    C  CCCCCCC2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0395             20.2191781 597580  3Web                         Park County Nurse                                                        122111112112212111122211222122112221221112343AA1111111212112111121112222111C221111212211222221111111112121AC1211111111111111112AA2AAA1112211111212212222222221112212212112222111222211111214                                                                                                     C123222211222222222222212222222222222222222222222222222222221222212311111    0    0  AAAAAAA12111122222221122221122222C212222122211212                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     2122322                                                                                                                                                                                                         
27Montana                0613             26.2937063 599200  4Web                         Secretary                                                                211111111111212212122221222122212221223111343AA11122112121111122122222223311311122112111211121111111122111A2111111112211122AAA11211121112211112222222221122221111122222112222222222222222224                                                                                                     2222222211122111222222222111222211111211111111122222222222222221122211222    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     1AAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
27Montana                0958             26.2937063 599200  4Web                         School Nurse                                                             1121111C11C21121111222112221221AAAAAAAA112343AA1111111C1C1111122222122221111111111111111113111111111112121A11CCCCC111111112AAA2AACCCC1C12211CCC2C2222221121111111CCCC1C1CCCC21CC22C2CC2CCCCC                                                                                                     CC232CCC1221211CCC222222222221122212CC2222222222C22222222C2CC111122CCCCCC    C    C  CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCC                                                                                                      CCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                                                                                                                         
27Montana                1117             20.2191781 597580  3Web                         Business Mgr/ District Clerk                                             222111111111212111122221222122212221222112343AA12122112121121122122222223333322121111111211221111111122121A21222212AAA2AAA2AAA2AA2AAA1212222111222222222222222111222211222222222222222222224 we do not hve  school nurse                                                                         2222222222222222222222222222222222222222222222222222222222222222221311111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
28Nebraska               0016             15.3644956 693370  2Web                         School Nurse                                                             122111111111112111121121211122212111222112343AA11122112121111122212122221111221211211111112221111111112122211211111111111111112AA2AAA1112211111212222222211111112112221112222111222221112124 registered nurse license                                                                            2121122121222222222222212222211121122222222222222122222222222221222311112    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
28Nebraska               0384             18.9086640 680660  1Web                         Head Nurse                                                               122111111122112111121121211122212112222112343AA11122112121221111122222221111311112211111222221111111112122212222221112111211122AA2AAA1112211211212212222222222222112211222222122222211111124                                                                                                     2123122122211222222222222222222222222222222222222222222222222221222111111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3121 Couter Science                                                                                       2CCC                                                                                                     AAAAAAA                                                                                                     2122322                                                                                                                                                                                                         
28Nebraska               0387             20.2191781 684560  3Web                         Nurse                                                                    112111111111112111121121211122212111222111343AA12222112121121111121122121111111122222111111111111111112121A1112222111111112AAA1222AAA1111211112122222222222222222222221122222112222111111124 Licensed Prcticl Nursing                                                                            1122222211111111112222222122222121111121111122222222222222221222122312212    0    0  AAAAAAA111111222121111111111111111111111111112AAA                                                                                                     AAAA                                                                                                      ACCC                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
28Nebraska               0404             15.3644956 691450  2Web                         Nurse                                                                    122111111112112111121131211122312112223112343AA11111112121121112122222221111111111111111211221111111211221A21222221122112211222AA2AAA1112211211211222222222222212112211212222111222222211124                                                                                                     222222212C222111222222222122222222121122222222222111222221222111222312111    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA12AAA                                                                                                     AAAA                                                                                                      AAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                                                                                                                         
28Nebraska               0431             18.9086640 680280  1Web                         Nurse                                                                    122111122121112111121121211122212111222111343AA11122112121121122122212221111111122112111113221111111222121A11C222111211121112111CCCCC11122211112122222222222CCC1C2122111CCC1C1122222CCC11124                                                                                                     21222221C1CC1C1C1CCCCC222CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCC31CCCC    0    0  AAAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA11122                                                                                                     3122                                                                                                      2CCC                                                                                                     AAAAAAA                                                                                                     C1C222C                                                                                                                                                                                                         
