Date, Title, Note, Hyperlink, Espanol, NIOSH Number, NTIS Number, Other Number, Category
Jun 2004,"Asthma Among Household Youth On Hispanic Farm Operations","",https://www.cdc.gov/niosh/docs/2004-158/,https://www.cdc.gov/spanish/niosh/docs/2004-158_sp/,2004-158,,,
Jun 2004,"Injuries To Youth On Hispanic Farm Operations","",https://www.cdc.gov/niosh/docs/2004-157/,https://www.cdc.gov/spanish/niosh/docs/2004-157_sp/,2004-157,,,
Jun 2004,"Divers Beware: Training Dives Present Serious Hazards To Fire Fighters","",https://www.cdc.gov/niosh/docs/wp-solutions/2004-152/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2004-152_sp/,2004-152,PB2005-110-015,,Workplace Solutions
Jun 2004,"Performance Of A New Personal Respirable Dust Monitor For Mine Use","",https://www.cdc.gov/niosh/mining/works/coversheet1719.html,,2004-151,PB2004-106-656,RI 9663,Mining
Jun 2004,"Conference Proceedings: Prevention Of Musculoskeletal Disorders For Children And Adolescents Working In Agriculture","",https://www.cdc.gov/niosh/docs/2004-119/,,2004-119,PB2004-106-158,,
May 2004,"Protecting Emergency Responders, Volume 3","",https://www.cdc.gov/niosh/docs/2004-144/,,2004-144,PB2004-106-161,,
May 2004,"Overtime And Extended Work Shifts: Recent Findings On Illnesses, Injuries And Health Behaviors","",https://www.cdc.gov/niosh/docs/2004-143/,,2004-143,PB2004-105-475,,
May 2004,"NIOSH's National Personal Protective Technology Laboratory: Providing Personal Protective Technology Innovations For The 21st Century","",,,2004-111,PB2005-104-036,,
Apr 2004,"An Oral History Analysis Of Mine Emergency Response","",https://www.cdc.gov/niosh/mining/works/coversheet436.html,,2004-145,PB2004-106-162,IC 9471,Mining
Apr 2004,"NIOSH Bibliography Of Communication And Research Products 2003","",https://www.cdc.gov/niosh/docs/2004-142/,,2004-142,PB2004-104-746,,
Apr 2004,"Evaluation Of Instrumented Cable Bolts In Cement Grout To Determine Physical And Numerical Modeling Properties","",https://www.cdc.gov/niosh/mining/works/coversheet523.html,,2004-140,PB2004-106-160,RI 9662,Mining
Mar 2004,"Work-Related Roadway Crashes: Who's At Risk?","",https://www.cdc.gov/niosh/docs/2004-137/,https://www.cdc.gov/spanish/niosh/docs/2004-137_sp/,2004-137,,,Fact Sheet
Mar 2004,"Work-Related Roadway Crashes: Prevention Strategies For Employers","",https://www.cdc.gov/niosh/docs/2004-136/,https://www.cdc.gov/spanish/niosh/docs/2004-136_sp/,2004-136,,,Fact Sheet
Mar 2004,"Does It Really Work? How To Evaluate Safety And Health Changes In The Workplace","",https://www.cdc.gov/niosh/docs/2004-135/,,2004-135,PB2004-104-283,,
Mar 2004,"Geophysical Methods To Detect Stress In Underground Mines","",https://www.cdc.gov/niosh/mining/works/coversheet600.html,,2004-133,PB2004-104-764,RI 9661,Mining
Mar 2004,"Design And Testing Of A Nondestructive Friction Bolt Tester","",https://www.cdc.gov/niosh/mining/works/coversheet484.html,,2004-131,PB2004-104-763,IC 9469,Mining
Mar 2004,"Developing Random Virtual Human Motions And Risky Work Behaviors For Studying Anthropotechnical Systems","",https://www.cdc.gov/niosh/mining/works/coversheet346.html,,2004-130,PB2004-104-817,IC 9468,Mining
Feb 2004,"Report From The 1999 National Conference On Workplace Safety And Health Training","",https://www.cdc.gov/niosh/docs/2004-132/,,2004-132,PB2004-104-055,,
Jan 2004,"Noncoal Contractor Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet1205.html,,2004-129,,,Mining
Jan 2004,"Coal Contractor Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet883.html,,2004-128,,,Mining
Jan 2004,"Sand And Gravel Operator Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet978.html,,2004-127,,,Mining
Jan 2004,"Stone Operator Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet1168.html,,2004-126,,,Mining
Jan 2004,"Nonmetal Operator Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet132.html,,2004-125,,,Mining
Jan 2004,"Metal Operator Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet257.html,,2004-124,,,Mining
Jan 2004,"Coal Operator Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet1749.html,,2004-123,,,Mining
Jan 2004,"Mining Facts - 2002","",https://www.cdc.gov/niosh/mining/works/coversheet1354.html,,2004-122,,,Mining
Jan 2004,"Issues Related To Occupational Exposure To Isocyanates, 1989 To 2002","",https://www.cdc.gov/niosh/docs/2004-116/,,2004-116,PB2004-104-026,,
Jan 2004,"Issues Related To Occupational Exposure To Fire Fighters, 1990 To 2001","",https://www.cdc.gov/niosh/docs/2004-115/,,2004-115,PB2004-104-025,,
Jan 2004,"Analyses Of Mobile Equipment Fires For All U.S. Surface And Underground Coal And Metal/Nonmetal Mining Categories, 1990-1999","",https://www.cdc.gov/niosh/mining/works/coversheet1342.html,,2004-105,PB2004-105-424,IC 9467,Mining
2004,"Materials-Handling Safety Training (CD-ROM)","",,,2004-171,,,
2004,"Preventing Occupational Exposures To Antineoplastic And Other Hazardous Drugs In Healthcare Settings (Summary Of Worker/Employer Recommendations)","",https://www.cdc.gov/niosh/docs/2004-165/pdfs/2004-165sum.pdf,,2004-165A,PB2004-107-262,,
2004,"The Sky is Falling","",https://www.cdc.gov/niosh/docs/video/2004-161d/,,2004-161d,,,Mining
2004,"Trench Safety Awareness: Trench Protective Systems - Use And Management (CD-Rom)","Superseded by <a href = '/niosh/docs/2006-133D/'>2005-133d</a>",,,2004-153C,,,
2004,"Worker Health Chartbook, 2004 Brochure","",https://www.cdc.gov/niosh/docs/2004-149/,,2004-149,,,
2004,"NIOSH Pocket Guide To Chemical Hazards (NPG) - CD-Rom","Superseded by 2005-151",,,2004-103,PB2004-500-092,,
2004,"Violence On The Job (Video)","",https://www.cdc.gov/niosh/docs/video/violence.html,,2004-100D,PB2006-500011,,
Dec 2003,"Spirometry Training Guide","",https://www.cdc.gov/niosh/docs/2004-154c/,,2004-154C,PB2005-100-170,,
Dec 2003,"Asthma Among Household Youth On Minority Farm Operations","",https://www.cdc.gov/niosh/docs/2004-118/,,2004-118,,,
Dec 2003,"Injuries To Youth On Minority Farm Operations","",https://www.cdc.gov/niosh/docs/2004-117/,,2004-117,,,
Dec 2003,"Safe Work For Youth In Construction - Information For Employers","",https://www.cdc.gov/niosh/docs/2004-113/,https://www.cdc.gov/spanish/niosh/docs/2004-113_sp/,2004-113,,,
Dec 2003,"Preventing Lung Disease In Workers Who Use Or Make Flavorings","",https://www.cdc.gov/niosh/docs/2004-110/,https://www.cdc.gov/spanish/niosh/docs/2004-110_sp/,2004-110,PB2004-102-550,,Alert
Nov 2003,"Preventing Injuries When Working With Hydraulic Excavators And Backhoe Loaders","",https://www.cdc.gov/niosh/docs/wp-solutions/2004-107/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2004-107_sp/,2004-107,PB2004-101-401,,Workplace Solutions
Nov 2003,"Ground Fall Injuries In Underground Stone Mines","",https://www.cdc.gov/niosh/mining/works/coversheet493.html,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2004-106_sp/,2004-106,PB2004-101-430,,Workplace Solutions
Oct 2003,"Geologic Hazards And Roof Stability In Coal Mines","",https://www.cdc.gov/niosh/mining/works/coversheet1799.html,,2003-152,PB2004-101-217,,Mining
Oct 2003,"NIOSH Safety Checklist Program For Schools","",https://www.cdc.gov/niosh/docs/2004-101/,https://www.cdc.gov/spanish/niosh/docs/2004-101_sp/,2004-101,PB2004-500-139,,
Sep 2003,"Work-Related Roadway Crashes - Challenges And Opportunities For Prevention","",https://www.cdc.gov/niosh/docs/2003-119/,,2003-119,PB2004-101-216,,
Sep 2003,"Reducing Roofers' Exposure To Asphalt Fumes","",https://www.cdc.gov/niosh/docs/2003-107/,https://www.cdc.gov/spanish/niosh/docs/2003-107_sp/,2003-107,PB2004-100-304,,
Sep 2003,"Respirator Usage In Private Sector Firms, 2001","",https://www.cdc.gov/niosh/docs/respsurv/,,,,,
Aug 2003,"Fatality Assessment And Control Evaluation (FACE) Program","Superseded by <a href=/niosh/docs/2016-113/>2016-113</a>",https://www.cdc.gov/niosh/docs/2003-146/,,2003-146,,,
Jul 2003,"Focus On Prevention: Conducting A Hazard Risk Assessment","",https://www.cdc.gov/niosh/mining/works/coversheet103.html,,2003-139,PB2004-101-207,,
Jul 2003,"Noncoal Contractor Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet1590.html,,2003-135,,,Mining
Jul 2003,"Sand And Gravel Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet914.html,,2003-134,,,Mining
Jul 2003,"Stone Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet594.html,,2003-133,,,Mining
Jul 2003,"Nonmetal Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet447.html,,2003-132,,,Mining
Jul 2003,"Metal Operator Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet1294.html,,2003-131,,,Mining
Jul 2003,"Preventing Deaths And Injuries While Compacting Or Baling Refuse Material","",https://www.cdc.gov/niosh/docs/2003-124/,https://www.cdc.gov/spanish/niosh/docs/2003-124_sp/,2003-124,PB2004-100-346,,Alert
Jul 2003,"Preventing Deaths, Injuries And Illnesses Of Young Workers","",https://www.cdc.gov/niosh/docs/2003-128/,https://www.cdc.gov/spanish/niosh/docs/2003-128_sp/,2003-128,PB2003-107-712,,Alert
Jul 2003,"National Personal Protective Technology Laboratory (NPPTL)","Superseded by <a href = /niosh/npptl/>/niosh/npptl/</a>",https://www.cdc.gov/niosh/docs/2003-127/,,2003-127,,,
Jun 2003,"Coal Contractor Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet1363.html,,2003-130,,,Mining
Jun 2003,"Your Safety 1st: Railroad Crossing Safety For Emergency Responders","",https://www.cdc.gov/niosh/docs/2003-121/,https://www.cdc.gov/spanish/niosh/docs/2003-121_sp/,2003-121,,,
Jun 2003,"Asphalt Fume Exposures During The Application Of Hot Asphalt To Roofs","",https://www.cdc.gov/niosh/docs/2003-112/,,2003-112,PB2003-105-855,,
Jun 2003,"Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet744.html,,2003-105,,,Mining
Jun 2003,"Beryllium Research Newsletter (Issue 1)","",https://www.cdc.gov/niosh/topics/beryllium/newsletter.html,,,,,
Jun 2003,"Handbook For Dust Control In Mining","",https://www.cdc.gov/niosh/mining/works/coversheet1041.html,,2003-147,PB2003-106-834,IC 9465,Mining
May 2003,"National Occupational Research Agenda 2002","",https://www.cdc.gov/niosh/docs/2003-143/,,2003-143,PB2003-106-846,,
May 2003,"NIOSH Recommendations For Limiting Potential Exposures Of Workers To Asbestos Associated With Vermiculite From Libby, Montana","",https://www.cdc.gov/niosh/docs/2003-141/,,2003-141,,,Fact Sheet
May 2003,"Programmable Electronic Mining Systems: Best Practice Recommendations (In Nine Parts): Part 5: 4.0 Independent Functional Safety Assessment","",https://www.cdc.gov/niosh/mining/works/coversheet781.html,,2003-138,PB2003-104-266,IC 9464,Mining
May 2003,"The Work-Related Lung Disease Surveillance Report, 2002","",https://www.cdc.gov/niosh/docs/2003-111/,,2003-111,PB2003-106-824,,
Apr 2003,"Coal Operator Mining Facts - 2001","",https://www.cdc.gov/niosh/mining/works/coversheet1313.html,,2003-129,,,Mining
Apr 2003,"NIOSH Releases New Coal Mine Roof Rating Software","",https://www.cdc.gov/niosh/mining/works/coversheet221.html,,,,TN 505,Mining
Apr 2003,"NIOSH Releases New AHSEM And ARBS Software Programs To Improve Ground Control","",https://www.cdc.gov/niosh/mining/works/coversheet1676.html,,,,TN 504,Mining
Mar 2003,"Hazcom Helper Compliance Tool For MSHA Rule 30 CFR Part 47","",https://www.cdc.gov/niosh/mining/works/coversheet1249.html,,,,TN 503,Mining
Feb 2003,"Evaluation Of Systems To Monitor Blind Areas Behind Trucks Used In Road Construction And Maintenance: Phase I","",https://www.cdc.gov/niosh/mining/works/coversheet1429.html,,2003-113,PB2003-104-275,RI 9660,Mining
Feb 2003,"A Compendium Of NIOSH Construction Research 2002","",https://www.cdc.gov/niosh/docs/2003-103/,,2003-103,PB2003-103-303,,
Feb 2003,"Aggregate Training for the Safety Impaired (poster)","",https://www.cdc.gov/niosh/docs/2003-117/,,2003-117,,,
Jan 2003,"A New Training Video For Aggregate Operators - &quot;Aggregate Training For The Safety Impaired&quot;","",https://www.cdc.gov/niosh/mining/works/coversheet938.html,,,,TN 502,Mining
Jan 2003,"Measuring Very Low Air Velocities In Underground Metal Non/Metal Mines","",https://www.cdc.gov/niosh/mining/works/coversheet91.html,,,,TN 501,Mining
Jan 2003,"Guidance For Filtration And Air-Cleaning Systems To Protect Building Environments From Airborne Chemical, Biological, Or Radiological Attacks","",https://www.cdc.gov/niosh/docs/2003-136/,,2003-136,PB2003-104-490,,
2003,"NIOSH Manual Of Analytical Methods (NMAM)","",https://www.cdc.gov/niosh/docs/2003-154/,,2003-154,PB2004-105-028,,
2003,"National Occupational Research Agenda Update 2003","",https://www.cdc.gov/niosh/docs/2003-148/,,2003-148,PB2004-102-503,,
2003,"Respirator Fact Sheet: What You Should Know In Deciding Whether To Buy Escape Hoods, Gas Masks, Or Other Respirators For Preparedness At Home And Work","",https://www.cdc.gov/niosh/docs/2003-144/,https://www.cdc.gov/spanish/niosh/docs/2003-144_sp/,2003-144,,,
2003,"NIOSH Bibliography Of Communication &amp; Research Products 2002","",https://www.cdc.gov/niosh/docs/2003-125/,,2003-125,PB2003-105-492,,
2003,"Black Lung X-Ray Program (Poster)","",https://www.cdc.gov/niosh/topics/surveillance/ords/images/blacklungposter.pdf,,2003-123,,,
2003,"Hazcom Helper (CD-Rom)","",https://www.cdc.gov/niosh/mining/products/,,2003-118,,,Mining
2003,"National Institute For Occupational Safety And Health (NIOSH)","",https://www.cdc.gov/niosh/pdfs/2003-116.pdf,,2003-116,,,Fact Sheet
2003,"Working With Stress","",https://www.cdc.gov/niosh/docs/2003-114d/,,2003-114d,,,
2003,"Safety And Health Resource Guide For Small Businesses","Superseded by the <a href=/niosh/topics/smbus/guide/>Small Business Resource Guide</a>",,,2003-100,,,
2003,"What You Should Know in Deciding Whether to Buy Escape Hoods, Gas Masks, or Other Respirators for Preparedness at Home and Work","",https://www.cdc.gov/niosh/npptl/topics/respirators/factsheets/respfact.html,,,,,Fact Sheet
Dec 2002,"A Compendium Of NIOSH Health Care Worker Research 2001","",https://www.cdc.gov/niosh/docs/2003-108/,,2003-108,PB2004-106-157,,
Dec 2002,"Using In-Place Stone Stoppings To Direct Air In Underground Stone Mines","",https://www.cdc.gov/niosh/mining/works/coversheet746.html,,,,TN 500,Mining
Dec 2002,"Using Propeller Fans To Improve Ventilation In Large-Entry Stone Mines","",https://www.cdc.gov/niosh/mining/works/coversheet201.html,,,,TN 499,Mining
Oct 2002,"Proceedings Of The International Fishing Industry Safety And Health Conference","",https://www.cdc.gov/niosh/docs/2003-102/,,2003-102,PB2003-102-449,,
Sep 2002,"An Overview of the Evaluation Process for Mine Trainers","",https://www.cdc.gov/niosh/mining/works/coversheet1632.html,,2002-156,PB2003-100-259,IC 9463,Mining
Aug 2002,"Review Of Technology Available To The Underground Mining Industry For Control Of Diesel Emissions","",https://www.cdc.gov/niosh/mining/works/coversheet1173.html,,2002-154,PB2003-101-109,IC 9462,Mining
Aug 2002,"The NIOSH Fire Fighter Fatality Investigation And Prevention Program","Superseded by <a href = /niosh/docs/2012-169/>2012-169</a>",,,2002-158,,,
Jul 2002,"Drill Monitor With Strata Strength Classification In Near-Real Time","",https://www.cdc.gov/niosh/mining/works/coversheet856.html,,2002-141,PB2003-100-941,RI 9658,Mining
Jul 2002,"Exposure Assessment Methods: Research Needs And Priorities","",https://www.cdc.gov/niosh/docs/2002-126/,,2002-126,PB2003-102-443,,
Jul 2002,"Guidance For Controlling Potential Risks To Workers Exposed To Class B Biosolids","",https://www.cdc.gov/niosh/docs/2002-149/,https://www.cdc.gov/spanish/niosh/docs/2002-149_sp/,2002-149,PB2002-108-644,,
Jun 2002,"Silicosis In Sandblasters","",https://www.cdc.gov/niosh/docs/2002-105/,https://www.cdc.gov/spanish/niosh/docs/2002-105_sp/,2002-105,PB2002-108-369,,
Jun 2002,"NIOSH Releases New Computer-Based Training Exercise Called Merits","",https://www.cdc.gov/niosh/mining/works/coversheet664.html,,,,TN 496,Mining
Jun 2002,"Using Proximate Analysis To Characterize Airborne Dust Generation From Bituminous Coals","",https://www.cdc.gov/niosh/mining/works/coversheet1206.html,,,,,Mining
May 2002,"Mining Facts For 2000","",https://www.cdc.gov/niosh/mining/works/coversheet1270.html,,2002-145,,,Mining
May 2002,"Recommendations For Testing Radar-Based Collision Warning Systems On Heavy Equipment","",https://www.cdc.gov/niosh/mining/works/coversheet414.html,,2002-135,PB2002-107-736,RI 9657,Mining
May 2002,"Programmable Electronic Mining Systems: Best Practice Recommendations (In 9 Parts) Part 4: 3.0 Safety File","",https://www.cdc.gov/niosh/mining/works/coversheet90.html,,2002-134,PB2002-108-538,IC 9461,Mining
May 2002,"NIOSH Bibliography Of Communication And Research Products 2001","",https://www.cdc.gov/niosh/docs/2002-106/,,2002-106,PB2003-103-565,,
May 2002,"Guidance For Protecting Building Environments From Airborne Chemical, Biological, Or Radiological Attacks","",https://www.cdc.gov/niosh/docs/2002-139/,,2002-139,PB2002-106-983,,
May 2002,"NIOSH Evaluates Worker Exposures At A Popcorn Plant In Missouri","Superseded by <a href='/niosh/docs/2004-110/'>2004-110</a>",,,2002-128,,,Fact Sheet
May 2002,"Coal Workers&#39; X-Ray Surveillance Program Frequently Asked Questions &amp; Resource List","Superseded by the <a href=/niosh/topics/surveillance/ords/cwhsp-resources.html>Coal Workers' Health Surveillance Program (CWHSP) Resource List</a>",,,2002-122,,,
May 2002,"Worker Health Chartbook, 2000: Fatal Injury","",https://www.cdc.gov/niosh/docs/2002-117/,,2002-117,PB2002-107-684,,
May 2002,"Surveillance And Prevention Of Occupational Injuries In Alaska: A Decade Of Progress, 1990-1999","",https://www.cdc.gov/niosh/docs/2002-115/,,2002-115,PB2002-108-371,,
Apr 2002,"Health Effects Of Occupational Exposure To Respirable Crystalline Silica - NIOSH Hazard Review","",https://www.cdc.gov/niosh/docs/2002-129/,,2002-129,PB2002-107-483,,
Apr 2002,"Worker Health Chartbook, 2000: Focus On Mining","",https://www.cdc.gov/niosh/docs/2002-121/,,2002-121,PB2002-107-688,,
Apr 2002,"Worker Health Chartbook, 2000: Nonfatal Illness","",https://www.cdc.gov/niosh/docs/2002-120/,,2002-120,PB2002-107-687,,
Apr 2002,"Worker Health Chartbook, 2000: Nonfatal Injury","",https://www.cdc.gov/niosh/docs/2002-119/,,2002-119,PB2002-107-686,,
Apr 2002,"Worker Health Chartbook, 2000: Fatal Illness","",https://www.cdc.gov/niosh/docs/2002-118/,,2002-118,PB2002-107-685,,
Apr 2002,"The Changing Organization Of Work And The Safety And Health Of Working People","",https://www.cdc.gov/niosh/docs/2002-116/,,2002-116,PB2002-106-981,,
Apr 2002,"Violence: Occupational Hazards In Hospitals","",https://www.cdc.gov/niosh/docs/2002-101/,https://www.cdc.gov/spanish/niosh/docs/2002-101_sp/,2002-101,,,
Mar 2002,"Certified Equipment List","Revised: 2004",,,2002-144,,,
Mar 2002,"Self-Contained Self-Rescuer Field Evaluation: Seventh-Phase Results","",https://www.cdc.gov/niosh/mining/works/coversheet9.html,,2002-127,PB2003-102-014,RI 9656,Mining
Mar 2002,"Certified Equipment List","Revised: 2004",,,2002-104,,,
Mar 2002,"NIOSH Releases New Educational Video: Recovery Of Farmington No. 9 &#8211; An Interview With Danny Kuhn","",https://www.cdc.gov/niosh/mining/works/coversheet956.html,,,,TN 495,Mining
Feb 2002,"Protecting Workers' Families A Research Agenda Report Of The Workers' Family Protection Task Force","",https://www.cdc.gov/niosh/docs/2002-113/,,2002-113,PB2002-108-370,,
Jan 2002,"Electrical Safety; Safety And Health For Electrical Trades","Superseded by <a href='/niosh/docs/2009-113/'>2009-113</a>",,,2002-123,PB2002-104-415,,
Jan 2002,"Fire Fighters Exposed To Electrical Hazards During Wildland Fire Operations - Hazard ID 15","",https://www.cdc.gov/niosh/docs/2002-112/,https://www.cdc.gov/spanish/niosh/docs/2002-112_sp/,2002-112,,,HID
2002,"Evaluation of Explosion-Resistant Seals, Stoppings, and Overcast for Ventilation Control in Underground Coal Mining","",https://www.cdc.gov/niosh/mining/works/coversheet8.html,,2003-104,,RI 9659,Mining
2002,"Reproductive Health: Developing Partnerships In The Study Of Reproductive Hazards In The Workplace","",https://www.cdc.gov/niosh/docs/2002-152/,,2002-152,,,
2002,"Work, Smoking, And Health A NIOSH Scientific Workshop","",https://www.cdc.gov/niosh/docs/2002-148/,,2002-148,PB2002-109-206,,
2002,"Protecting Workers At The World Trade Center Site&#8212;Response From The National Institute For Occupational Safety And Health","",https://www.cdc.gov/niosh/docs/2002-143/,,2002-143,,,Fact Sheet
2002,"Protecting Workers From Anthrax Infection&#8212; Response From The National Institute For Occupational Safety And Health","",https://www.cdc.gov/niosh/docs/2002-142/,,2002-142,,,Fact Sheet
2002,"NIOSH Pocket Guide To Chemical Hazards (NPG) - CD-Rom","Superseded by 2004-103",,,2002-140,,,
2002,"What A Claimant Should Know About Radiation Dose Reconstruction","",https://www.cdc.gov/niosh/ocas/pdfs/misc/2002-138.pdf,,2002-138,,,Fact Sheet
2002,"NIOSH Office Of Compensation Analysis And Support (OCAS) Brochure","",https://www.cdc.gov/niosh/ocas/pdfs/misc/2002-137.pdf,,2002-137,,,
2002,"Fire Fighter Fatality/Injury Reports And Other Related Publications. (Order From Publications)","",,,2002-136,PB2002-500-069,,
2002,"You Are My Sunshine","",https://www.cdc.gov/niosh/mining/works/coversheet1836.html,,2002-132d,,,Mining
2002,"Zen and the Art of Rock Bolting","",https://www.cdc.gov/niosh/mining/works/coversheet1837.html,,2002-131d,,,Mining
2002,"Respirators: Your TB Defense / TB Respiratory Protection: Administrator's Review (DVD: 2002-114D; VHS: 2002-114V) (Video)","",https://www.cdc.gov/niosh/docs/video/tb.html,,2002-114,,,
2002,"The Faces Of Mining - A Tribute To Miners And Mine Safety, Spokane Research Laboratory 2002 Calendar","",,,2002-103,,,
Dec 2001,"Compendium Of NIOSH Mining Research 2002","",https://www.cdc.gov/niosh/mining/works/coversheet931.html,,2002-110,PB2002-105-449,,Mining
Dec 2001,"Fire Fighter Deaths From Tanker Truck Rollovers - Hazard ID 14","",https://www.cdc.gov/niosh/docs/2002-111/,https://www.cdc.gov/spanish/niosh/docs/2002-111_sp/,2002-111,,,HID
Oct 2001,"Interim Recommendations For Firefighters And Other First Responders For The Selection And Use Of Protective Clothing And Respirators Against Biological Agents","Superseded by <a href='/niosh/docs/2009-132/'>2009-132</a>",,,2002-109,,,
Oct 2001,"Traumatic Incident Stress: Information For Emergency Response Workers","",https://www.cdc.gov/niosh/mining/works/coversheet643.html,https://www.cdc.gov/spanish/niosh/docs/2002-107_sp/,2002-107,,,Mining
Sep 2001,"Programmable Electronic Mining Systems: Best Practice Recommendations (In Nine Parts): Part 3: 2.2 Software Safety","",https://www.cdc.gov/niosh/mining/works/coversheet354.html,,2001-164,PB2002-101-200,IC 9460,Mining
Sep 2001,"Use Of Simulation Exercises For Safety Training In The U.S. Mining Industry","",https://www.cdc.gov/niosh/mining/works/coversheet1673.html,,2001-141,PB2001-108-688,IC 9459,Mining
Aug 2001,"Proceedings: New Technology For Coal Mine Roof Support","",https://www.cdc.gov/niosh/mining/works/coversheet1380.html,,,,TN 493,Mining
Aug 2001,"Proceedings Of The Second International Workshop On Coal Pillar Mechanics And Design","",https://www.cdc.gov/niosh/mining/works/coversheet1460.html,,,,TN 492,Mining
Aug 2001,"Asphalt Fume Exposures During The Manufacture Of Asphalt Roofing Products","",https://www.cdc.gov/niosh/docs/2001-127/,,2001-127,PB2002-101-202,,
Jul 2001,"Geomechanics of Reinforced Cemented Backfill in an Underhand Stope at the Lucky Friday Mine, Mullan, Idaho","",https://www.cdc.gov/niosh/mining/works/coversheet1049.html,,2001-138,PB2002-101-210,RI 9655,Mining
Jul 2001,"Injuries And Deaths From Falls During Construction And Maintenance Of Telecommunication Towers","",https://www.cdc.gov/niosh/docs/2001-156/,https://www.cdc.gov/spanish/niosh/docs/2001-156_sp/,2001-156,PB2002-101-201,,Alert
Jul 2001,"Hazards Associated With Using Farm Tractors To Move Large Bales - Hazard ID 13","",https://www.cdc.gov/niosh/docs/2001-146/,https://www.cdc.gov/spanish/niosh/docs/2001-146_sp/,2001-146,,,HID
Jul 2001,"Dust Protection For Bag Stackers - HC-31","",https://www.cdc.gov/niosh/mining/works/coversheet1223.html,https://www.cdc.gov/spanish/niosh/docs/2001-142_sp/,2001-142,,,HC
Jul 2001,"Fatal Unintentional Farm Injuries Among Persons Less Than 20 Years Of Age In The United States: Geographic Profiles","",https://www.cdc.gov/niosh/docs/2001-131/,,2001-131,PB2001-100-311,,
Jun 2001,"An Inexpensive Device For Monitoring Explosions In Sealed Areas Of Underground Mines","",https://www.cdc.gov/niosh/mining/works/coversheet603.html,,,,TN 490,Mining
Jun 2001,"Underground Fire Detection And Nuisance Alarm Discrimination","",https://www.cdc.gov/niosh/mining/works/coversheet297.html,,,,,Mining
Jun 2001,"NIOSH Releases Two New Safety Training Videos","",https://www.cdc.gov/niosh/mining/works/coversheet1688.html,,,,TN 491,Mining
Jun 2001,"NIOSH: Training Occupational Safety And Health Professionals","",https://www.cdc.gov/niosh/docs/2001-158/,,2001-158,,,
Jun 2001,"Injuries Among Youth On Farms In The United States, 1998","",https://www.cdc.gov/niosh/docs/2001-154/,,2001-154,PB2002-100-307,,
Jun 2001,"Traffic Hazards To Fire Fighters While Working Along Roadways - Hazard ID 12","",https://www.cdc.gov/niosh/docs/2001-143/,https://www.cdc.gov/spanish/niosh/docs/2001-143_sp/,2001-143,,,HID
Jun 2001,"Miner Training Simulator: User&#39;s Guide And Scripting Language Documentation","",,,2001-136,PB2001-106-945,IC 9457,Mining
Jun 2001,"Injuries And Deaths Of Workers Who Operate Or Work Near Forklifts","",https://www.cdc.gov/niosh/docs/2001-109/,https://www.cdc.gov/spanish/niosh/docs/2001-109_sp/,2001-109,PB2003-101-305,,Alert
May 2001,"Reducing The Danger Of Explosions In Sealed Areas (GOBS) In Mines","",https://www.cdc.gov/niosh/mining/works/coversheet127.html,,,,TN 489,Mining
May 2001,"Injuries Among Farm Workers In The United States, 1995","",https://www.cdc.gov/niosh/docs/2001-153/,,2001-153,PB2002-100-305,,
May 2001,"Occupational Energy Research Program","",https://www.cdc.gov/niosh/docs/2001-133/,,2001-133,PB2006-100-895,,
May 2001,"Glutaraldehyde: Occupational Hazards In Hospitals","",https://www.cdc.gov/niosh/docs/2001-115/,https://www.cdc.gov/spanish/niosh/docs/2001-115_sp/,2001-115,PB2002-101-230,,
Apr 2001,"Programmable Electronic Mining Systems: Best Practice Recommendations (In Nine Parts): Part 2: 2.1 System Safety","",https://www.cdc.gov/niosh/mining/works/coversheet94.html,,2001-137,PB2001-106-521,IC 9458,Mining
Apr 2001,"Programmable Electronic Mining Systems: Best Practice Recommendations (In Nine Parts): Part 1: 1.0 Introduction","",https://www.cdc.gov/niosh/mining/works/coversheet740.html,,2001-132,PB2001-106-520,IC 9456,Mining
Apr 2001,"An Analysis Of Serious Injuries To Dozer Operators In The U.S. Mining Industry","",https://www.cdc.gov/niosh/mining/works/coversheet430.html,,2001-126,PB2001-106-486,IC 9455,Mining
Apr 2001,"Guide To Evaluating The Effectiveness Of Strategies For Preventing Work Injuries","",https://www.cdc.gov/niosh/docs/2001-119/,,2001-119,PB2001-106-845,,
